date_time,year,month,day,hour,day_of_week,holiday,traffic_volume,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,weather_condition,is_holiday
2012-12-09 07:00:00,2012,12,9,7,Sunday,None,938,269.71,0.0,0.0,0,Clear,sky is clear,Good weather,Non-holiday
2012-12-09 08:00:00,2012,12,9,8,Sunday,None,1438,269.71,0.0,0.0,0,Clear,sky is clear,Good weather,Non-holiday
2012-12-09 09:00:00,2012,12,9,9,Sunday,None,1916,269.71,0.0,0.0,0,Clear,sky is clear,Good weather,Non-holiday
2012-12-09 10:00:00,2012,12,9,10,Sunday,None,2483,269.71,0.0,0.0,0,Clear,sky is clear,Good weather,Non-holiday
2012-12-09 11:00:00,2012,12,9,11,Sunday,None,2299,269.71,0.0,0.0,0,Clear,sky is clear,Good weather,Non-holiday
2012-12-09 12:00:00,2012,12,9,12,Sunday,None,1824,269.71,0.0,0.0,0,Clear,sky is clear,Good weather,Non-holiday
2012-12-09 13:00:00,2012,12,9,13,Sunday,None,1686,273.62,0.0,0.0,54,Clouds,broken clouds,Good weather,Non-holiday
2012-12-09 14:00:00,2012,12,9,14,Sunday,None,1715,273.62,0.0,0.0,54,Clouds,broken clouds,Good weather,Non-holiday
2012-12-09 15:00:00,2012,12,9,15,Sunday,None,1989,273.02,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-09 16:00:00,2012,12,9,16,Sunday,None,1773,272.55,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-09 17:00:00,2012,12,9,17,Sunday,None,1607,271.98,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-09 18:00:00,2012,12,9,18,Sunday,None,1338,271.87,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-09 19:00:00,2012,12,9,19,Sunday,None,1261,271.92,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-09 20:00:00,2012,12,9,20,Sunday,None,1031,272.14,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-09 21:00:00,2012,12,9,21,Sunday,None,944,272.12,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-09 22:00:00,2012,12,9,22,Sunday,None,982,272.35,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-09 23:00:00,2012,12,9,23,Sunday,None,641,272.93,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 00:00:00,2012,12,10,0,Monday,None,357,272.82,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 01:00:00,2012,12,10,1,Monday,None,268,272.24,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 01:00:00,2012,12,10,1,Monday,None,268,272.24,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 01:00:00,2012,12,10,1,Monday,None,268,272.24,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 02:00:00,2012,12,10,2,Monday,None,216,272.01,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 02:00:00,2012,12,10,2,Monday,None,216,272.01,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 02:00:00,2012,12,10,2,Monday,None,216,272.01,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 03:00:00,2012,12,10,3,Monday,None,339,272.01,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 03:00:00,2012,12,10,3,Monday,None,339,272.01,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 03:00:00,2012,12,10,3,Monday,None,339,272.01,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 04:00:00,2012,12,10,4,Monday,None,794,271.95,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 04:00:00,2012,12,10,4,Monday,None,794,271.95,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 04:00:00,2012,12,10,4,Monday,None,794,271.95,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 05:00:00,2012,12,10,5,Monday,None,2139,272.07,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 05:00:00,2012,12,10,5,Monday,None,2139,272.07,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 06:00:00,2012,12,10,6,Monday,None,3902,272.18,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 06:00:00,2012,12,10,6,Monday,None,3902,272.18,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 07:00:00,2012,12,10,7,Monday,None,4433,272.35,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 07:00:00,2012,12,10,7,Monday,None,4433,272.35,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 08:00:00,2012,12,10,8,Monday,None,4265,272.35,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 08:00:00,2012,12,10,8,Monday,None,4265,272.35,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 08:00:00,2012,12,10,8,Monday,None,4265,272.35,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 08:00:00,2012,12,10,8,Monday,None,4265,272.35,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 09:00:00,2012,12,10,9,Monday,None,4057,272.35,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 09:00:00,2012,12,10,9,Monday,None,4057,272.35,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 09:00:00,2012,12,10,9,Monday,None,4057,272.35,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 09:00:00,2012,12,10,9,Monday,None,4057,272.35,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 10:00:00,2012,12,10,10,Monday,None,3599,272.52,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 10:00:00,2012,12,10,10,Monday,None,3599,272.52,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 10:00:00,2012,12,10,10,Monday,None,3599,272.52,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 10:00:00,2012,12,10,10,Monday,None,3599,272.52,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 11:00:00,2012,12,10,11,Monday,None,3761,272.41,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 11:00:00,2012,12,10,11,Monday,None,3761,272.41,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 11:00:00,2012,12,10,11,Monday,None,3761,272.41,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 12:00:00,2012,12,10,12,Monday,None,3866,272.41,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 12:00:00,2012,12,10,12,Monday,None,3866,272.41,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 12:00:00,2012,12,10,12,Monday,None,3866,272.41,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 13:00:00,2012,12,10,13,Monday,None,3882,272.41,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 13:00:00,2012,12,10,13,Monday,None,3882,272.41,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 13:00:00,2012,12,10,13,Monday,None,3882,272.41,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 14:00:00,2012,12,10,14,Monday,None,4205,272.12,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 14:00:00,2012,12,10,14,Monday,None,4205,272.12,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 14:00:00,2012,12,10,14,Monday,None,4205,272.12,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 15:00:00,2012,12,10,15,Monday,None,4400,272.07,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 15:00:00,2012,12,10,15,Monday,None,4400,272.07,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 15:00:00,2012,12,10,15,Monday,None,4400,272.07,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 16:00:00,2012,12,10,16,Monday,None,4685,271.89,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 16:00:00,2012,12,10,16,Monday,None,4685,271.89,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 16:00:00,2012,12,10,16,Monday,None,4685,271.89,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 17:00:00,2012,12,10,17,Monday,None,4208,271.74,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 17:00:00,2012,12,10,17,Monday,None,4208,271.74,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 17:00:00,2012,12,10,17,Monday,None,4208,271.74,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 17:00:00,2012,12,10,17,Monday,None,4208,271.74,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-10 18:00:00,2012,12,10,18,Monday,None,3516,271.4,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 18:00:00,2012,12,10,18,Monday,None,3516,271.4,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 19:00:00,2012,12,10,19,Monday,None,2520,270.91,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 19:00:00,2012,12,10,19,Monday,None,2520,270.91,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 19:00:00,2012,12,10,19,Monday,None,2520,270.91,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 20:00:00,2012,12,10,20,Monday,None,2131,270.81,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 20:00:00,2012,12,10,20,Monday,None,2131,270.81,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 20:00:00,2012,12,10,20,Monday,None,2131,270.81,0.0,0.0,90,Snow,snow,Bad weather,Non-holiday
2012-12-10 21:00:00,2012,12,10,21,Monday,None,1983,269.78,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 21:00:00,2012,12,10,21,Monday,None,1983,269.78,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 22:00:00,2012,12,10,22,Monday,None,1684,268.41,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 22:00:00,2012,12,10,22,Monday,None,1684,268.41,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-10 23:00:00,2012,12,10,23,Monday,None,976,266.76,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-10 23:00:00,2012,12,10,23,Monday,None,976,266.76,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-11 00:00:00,2012,12,11,0,Tuesday,None,450,265.17,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 00:00:00,2012,12,11,0,Tuesday,None,450,265.17,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-11 01:00:00,2012,12,11,1,Tuesday,None,314,264.04,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 02:00:00,2012,12,11,2,Tuesday,None,255,263.58,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 03:00:00,2012,12,11,3,Tuesday,None,344,263.07,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 04:00:00,2012,12,11,4,Tuesday,None,789,262.31,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 04:00:00,2012,12,11,4,Tuesday,None,789,262.31,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-11 05:00:00,2012,12,11,5,Tuesday,None,2531,261.68,0.0,0.0,75,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 06:00:00,2012,12,11,6,Tuesday,None,4867,261.45,0.0,0.0,75,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 07:00:00,2012,12,11,7,Tuesday,None,5263,261.18,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 08:00:00,2012,12,11,8,Tuesday,None,5325,260.75,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 09:00:00,2012,12,11,9,Tuesday,None,5137,260.77,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-11 10:00:00,2012,12,11,10,Tuesday,None,4582,260.81,0.0,0.0,75,Snow,heavy snow,Bad weather,Non-holiday
2012-12-11 11:00:00,2012,12,11,11,Tuesday,None,4202,260.85,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-11 12:00:00,2012,12,11,12,Tuesday,None,4396,261.0,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-11 13:00:00,2012,12,11,13,Tuesday,None,4519,261.99,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-11 14:00:00,2012,12,11,14,Tuesday,None,4890,262.23,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-11 15:00:00,2012,12,11,15,Tuesday,None,5139,261.58,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-11 16:00:00,2012,12,11,16,Tuesday,None,5242,260.25,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-11 17:00:00,2012,12,11,17,Tuesday,None,4913,259.04,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-11 18:00:00,2012,12,11,18,Tuesday,None,4415,257.81,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-11 19:00:00,2012,12,11,19,Tuesday,None,2880,257.01,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-11 20:00:00,2012,12,11,20,Tuesday,None,2425,255.94,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-11 21:00:00,2012,12,11,21,Tuesday,None,2273,256.23,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-11 22:00:00,2012,12,11,22,Tuesday,None,1746,256.06,0.0,0.0,40,Haze,haze,Bad weather,Non-holiday
2012-12-11 23:00:00,2012,12,11,23,Tuesday,None,1007,256.73,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 00:00:00,2012,12,12,0,Wednesday,None,571,257.71,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-12 00:00:00,2012,12,12,0,Wednesday,None,571,257.71,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 01:00:00,2012,12,12,1,Wednesday,None,349,258.71,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 02:00:00,2012,12,12,2,Wednesday,None,245,259.76,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 03:00:00,2012,12,12,3,Wednesday,None,357,260.13,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 03:00:00,2012,12,12,3,Wednesday,None,357,260.13,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-12 04:00:00,2012,12,12,4,Wednesday,None,833,260.39,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 04:00:00,2012,12,12,4,Wednesday,None,833,260.39,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-12 05:00:00,2012,12,12,5,Wednesday,None,2620,260.57,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 06:00:00,2012,12,12,6,Wednesday,None,5178,260.71,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-12 07:00:00,2012,12,12,7,Wednesday,None,5771,260.64,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-12 07:00:00,2012,12,12,7,Wednesday,None,5771,260.64,0.0,0.0,90,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 08:00:00,2012,12,12,8,Wednesday,None,5586,260.42,0.0,0.0,40,Snow,heavy snow,Bad weather,Non-holiday
2012-12-12 08:00:00,2012,12,12,8,Wednesday,None,5586,260.42,0.0,0.0,40,Mist,mist,Bad weather,Non-holiday
2012-12-12 09:00:00,2012,12,12,9,Wednesday,None,5310,261.16,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-12 10:00:00,2012,12,12,10,Wednesday,None,4313,262.17,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 11:00:00,2012,12,12,11,Wednesday,None,4583,262.9,0.0,0.0,16,Clouds,few clouds,Good weather,Non-holiday
2012-12-12 13:00:00,2012,12,12,13,Wednesday,None,4810,268.75,0.0,0.0,89,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 14:00:00,2012,12,12,14,Wednesday,None,5320,268.75,0.0,0.0,89,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 15:00:00,2012,12,12,15,Wednesday,None,5497,265.93,0.0,0.0,89,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 16:00:00,2012,12,12,16,Wednesday,None,6208,264.82,0.0,0.0,89,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 17:00:00,2012,12,12,17,Wednesday,None,5574,263.96,0.0,0.0,89,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 18:00:00,2012,12,12,18,Wednesday,None,4371,263.59,0.0,0.0,89,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 19:00:00,2012,12,12,19,Wednesday,None,3104,262.79,0.0,0.0,89,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-12 20:00:00,2012,12,12,20,Wednesday,None,2616,261.11,0.0,0.0,40,Mist,mist,Bad weather,Non-holiday
2012-12-12 21:00:00,2012,12,12,21,Wednesday,None,2425,261.3,0.0,0.0,90,Fog,fog,Bad weather,Non-holiday
2012-12-12 21:00:00,2012,12,12,21,Wednesday,None,2425,261.3,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-12 22:00:00,2012,12,12,22,Wednesday,None,1928,259.06,0.0,0.0,20,Mist,mist,Bad weather,Non-holiday
2012-12-12 23:00:00,2012,12,12,23,Wednesday,None,1081,258.94,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-13 00:00:00,2012,12,13,0,Thursday,None,590,259.58,0.0,0.0,20,Mist,mist,Bad weather,Non-holiday
2012-12-13 00:00:00,2012,12,13,0,Thursday,None,590,259.58,0.0,0.0,20,Haze,haze,Bad weather,Non-holiday
2012-12-13 01:00:00,2012,12,13,1,Thursday,None,371,259.11,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-13 02:00:00,2012,12,13,2,Thursday,None,268,260.43,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-13 03:00:00,2012,12,13,3,Thursday,None,356,261.58,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-13 04:00:00,2012,12,13,4,Thursday,None,876,262.9,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-13 05:00:00,2012,12,13,5,Thursday,None,2651,264.28,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-13 06:00:00,2012,12,13,6,Thursday,None,5183,265.22,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-13 07:00:00,2012,12,13,7,Thursday,None,6385,266.42,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-13 08:00:00,2012,12,13,8,Thursday,None,6038,267.86,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 09:00:00,2012,12,13,9,Thursday,None,5045,269.47,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 10:00:00,2012,12,13,10,Thursday,None,4531,271.36,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 11:00:00,2012,12,13,11,Thursday,None,5031,273.17,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-13 12:00:00,2012,12,13,12,Thursday,None,5050,274.99,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-13 13:00:00,2012,12,13,13,Thursday,None,4989,275.95,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-13 14:00:00,2012,12,13,14,Thursday,None,5622,276.46,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-13 15:00:00,2012,12,13,15,Thursday,None,5698,276.7,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-13 16:00:00,2012,12,13,16,Thursday,None,6132,276.12,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 17:00:00,2012,12,13,17,Thursday,None,5331,275.37,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 18:00:00,2012,12,13,18,Thursday,None,4534,274.66,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 19:00:00,2012,12,13,19,Thursday,None,3275,274.9,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 20:00:00,2012,12,13,20,Thursday,None,2982,275.56,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 21:00:00,2012,12,13,21,Thursday,None,2632,275.95,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-13 22:00:00,2012,12,13,22,Thursday,None,2074,276.06,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-13 23:00:00,2012,12,13,23,Thursday,None,1158,275.53,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 00:00:00,2012,12,14,0,Friday,None,652,275.35,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-14 01:00:00,2012,12,14,1,Friday,None,411,275.5,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-14 02:00:00,2012,12,14,2,Friday,None,371,275.22,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-14 03:00:00,2012,12,14,3,Friday,None,447,274.99,0.0,0.0,90,Clouds,overcast clouds,Good weather,Non-holiday
2012-12-14 04:00:00,2012,12,14,4,Friday,None,781,274.3,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-14 05:00:00,2012,12,14,5,Friday,None,2508,273.05,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-14 06:00:00,2012,12,14,6,Friday,None,5412,271.71,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 07:00:00,2012,12,14,7,Friday,None,6507,271.1,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 08:00:00,2012,12,14,8,Friday,None,5595,269.84,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 09:00:00,2012,12,14,9,Friday,None,5113,269.47,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 10:00:00,2012,12,14,10,Friday,None,4868,270.77,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-14 11:00:00,2012,12,14,11,Friday,None,5297,271.92,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-14 12:00:00,2012,12,14,12,Friday,None,5480,273.04,0.0,0.0,75,Clouds,broken clouds,Good weather,Non-holiday
2012-12-14 13:00:00,2012,12,14,13,Friday,None,5407,274.04,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-14 14:00:00,2012,12,14,14,Friday,None,5519,274.31,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 15:00:00,2012,12,14,15,Friday,None,6002,274.16,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 16:00:00,2012,12,14,16,Friday,None,6185,272.81,0.0,0.0,20,Clouds,few clouds,Good weather,Non-holiday
2012-12-14 17:00:00,2012,12,14,17,Friday,None,5545,271.25,0.0,0.0,40,Clouds,scattered clouds,Good weather,Non-holiday
2012-12-14 18:00:00,2012,12,14,18,Friday,None,4555,270.27,0.0,0.0,20,Mist,mist,Bad weather,Non-holiday
2012-12-14 19:00:00,2012,12,14,19,Friday,None,3598,268.66,0.0,0.0,40,Mist,mist,Bad weather,Non-holiday
2012-12-14 19:00:00,2012,12,14,19,Friday,None,3598,268.66,0.0,0.0,40,Haze,haze,Bad weather,Non-holiday
2012-12-14 20:00:00,2012,12,14,20,Friday,None,2868,267.93,0.0,0.0,40,Haze,haze,Bad weather,Non-holiday
2012-12-14 20:00:00,2012,12,14,20,Friday,None,2868,267.93,0.0,0.0,40,Mist,mist,Bad weather,Non-holiday
2012-12-14 21:00:00,2012,12,14,21,Friday,None,2819,267.13,0.0,0.0,40,Mist,mist,Bad weather,Non-holiday
2012-12-14 22:00:00,2012,12,14,22,Friday,None,2890,266.93,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-14 23:00:00,2012,12,14,23,Friday,None,1828,266.6,0.0,0.0,90,Mist,mist,Bad weather,Non-holiday
2012-12-15 00:00:00,2012,12,15,0,Saturday,None,1147,265.48,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 01:00:00,2012,12,15,1,Saturday,None,699,265.41,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 02:00:00,2012,12,15,2,Saturday,None,556,265.29,0.0,0.0,40,Mist,mist,Bad weather,Non-holiday
2012-12-15 03:00:00,2012,12,15,3,Saturday,None,385,264.73,0.0,0.0,20,Mist,mist,Bad weather,Non-holiday
2012-12-15 04:00:00,2012,12,15,4,Saturday,None,421,264.56,0.0,0.0,20,Mist,mist,Bad weather,Non-holiday
2012-12-15 05:00:00,2012,12,15,5,Saturday,None,716,264.88,0.0,0.0,20,Mist,mist,Bad weather,Non-holiday
2012-12-15 06:00:00,2012,12,15,6,Saturday,None,1104,264.25,0.0,0.0,20,Mist,mist,Bad weather,Non-holiday
2012-12-15 07:00:00,2012,12,15,7,Saturday,None,1616,264.65,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 08:00:00,2012,12,15,8,Saturday,None,2407,265.53,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 09:00:00,2012,12,15,9,Saturday,None,3169,266.5,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 10:00:00,2012,12,15,10,Saturday,None,3519,268.61,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 10:00:00,2012,12,15,10,Saturday,None,3519,268.61,0.0,0.0,75,Haze,haze,Bad weather,Non-holiday
2012-12-15 11:00:00,2012,12,15,11,Saturday,None,3938,270.29,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 12:00:00,2012,12,15,12,Saturday,None,4030,272.37,0.0,0.0,75,Haze,haze,Bad weather,Non-holiday
2012-12-15 12:00:00,2012,12,15,12,Saturday,None,4030,272.37,0.0,0.0,75,Mist,mist,Bad weather,Non-holiday
2012-12-15 13:00:00,2012,12,15,13,Saturday,None,4235,273.72,0.0,0.0,40,Mist,mist,Bad weather,Non-holiday
